Auction,From,State,Loc,,Country,To,Car,Motorcycle,Pickup,SUV,Travel trailer,
Manheim,SAN DIEGO - California - Manheim,California,CA - San Diego ,CA,USA,Los Angeles,250,200,,,,San Diego 
Manheim,SAN FRANCISCO BAY - California - Manheim,California,CA - San Francisco Bay ,CA,USA,Los Angeles,400,300,,,,San Francisco Bay 
Manheim,SOUTHERN CALIFORNIA - California - Manheim,California,CA - Southern California ,CA,USA,Los Angeles,200,200,,,,Southern California 
Manheim,DENVER - Colorado - Manheim,Colorado,CO - Denver ,CO,USA,Chicago,650,500,,,,Denver 
Manheim,CENTRAL FLORIDA - Florida - Manheim,Florida,FL - Central Florida ,FL,USA,Miami,250,225,,,,Central Florida 
Manheim,DAYTONA BEACH - Florida - Manheim,Florida,FL - Daytona Beach ,FL,USA,Miami,300,275,,,,Daytona Beach 
Manheim,FORT LAUDERDALE - Florida - Manheim,Florida,FL - Fort Lauderdale ,FL,USA,Miami,150,150,,,,Fort Lauderdale 
Manheim,FORT MYERS - Florida - Manheim,Florida,FL - Fort Myers ,FL,USA,Miami,225,200,,,,Fort Myers 
Manheim,JACKSONVILLE - Florida - Manheim,Florida,FL - Jacksonville ,FL,USA,Savannah,225,175,,,,Jacksonville 
Manheim,LAKELAND - Florida - Manheim,Florida,FL - Lakeland ,FL,USA,Miami,325,300,,,,Lakeland 
Manheim,ORLANDO - Florida - Manheim,Florida,FL - Orlando ,FL,USA,Miami,250,225,,,,Orlando 
Manheim,PALM BEACH - Florida - Manheim,Florida,FL - Palm Beach ,FL,USA,Miami,170,170,,,,Palm Beach 
Manheim,PENSACOLA - Florida - Manheim,Florida,FL - Pensacola ,FL,USA,Miami,400,375,,,,Pensacola 
Manheim,ST PETE - Florida - Manheim,Florida,FL - St Pete ,FL,USA,Miami,250,225,,,,St Pete 
Manheim,TAMPA - Florida - Manheim,Florida,FL - Tampa ,FL,USA,Miami,250,225,,,,Tampa 
Manheim,ATLANTA - Georgia - Manheim,Georgia,GA - Atlanta ,GA,USA,Savannah,275,225,,,,Atlanta 
Manheim,GEORGIA - Georgia - Manheim,Georgia,GA - Georgia ,GA,USA,Savannah,275,225,,,,Georgia 
Manheim,METRO ATLANTA - Georgia - Manheim,Georgia,GA - Metro Atlanta ,GA,USA,Savannah,275,225,,,,Metro Atlanta 
Manheim,myCentralAuction - Georgia - Manheim,Georgia,GA - Mycentralauction ,GA,USA,Savannah,275,225,,,,Mycentralauction 
Manheim,HONOLULU - Hawaii - Manheim,Hawaii,HA - Honolulu ,HA,USA,Honolulu,180,,,,,Honolulu 
Manheim,ARENA ILLINOIS - Illinois - Manheim,Illinois,IL - Arena Illinois ,IL,USA,Chicago,180,180,,,,Arena Illinois 
Manheim,CHICAGO - Illinois - Manheim,Illinois,IL - Chicago ,IL,USA,Chicago,180,180,,,,Chicago 
Manheim,Clark County Auto Auction - Indiana - Manheim,Indiana,IN - Clark County Auto Auction ,IN,USA,Chicago,425,325,,,,Clark County Auto Auction 
Manheim,INDIANAPOLIS - Indiana - Manheim,Indiana,IN - Indianapolis ,IN,USA,Chicago,300,250,,,,Indianapolis 
Manheim,LOUISVILLE - Indiana - Manheim,Indiana,IN - Louisville ,IN,USA,Chicago,425,325,,,,Louisville 
Manheim,LAFAYETTE - Louisiana - Manheim,Louisiana,LA - Lafayette ,LA,USA,Savannah,400,375,,,,Lafayette 
Manheim,NEW ORLEANS - Louisiana - Manheim,Louisiana,LA - New Orleans ,LA,USA,Savannah,425,375,,,,New Orleans 
Manheim,NEW ENGLAND - Massachusetts - Manheim,Massachusetts,MA - New England ,MA,USA,Newark,375,250,,,,New England 
Manheim,DETROIT - Michigan - Manheim,Michigan,MI - Detroit ,MI,USA,Chicago,500,400,,,,Detroit 
Manheim,FLINT - Michigan - Manheim,Michigan,MI - Flint ,MI,USA,Chicago,450,,,,,Flint 
Manheim,MINNEAPOLIS - Minnesota - Manheim,Minnesota,MN - Minneapolis ,MN,USA,Chicago,450,350,,,,Minneapolis 
Manheim,NORTHSTAR MINNESOTA - Minnesota - Manheim,Minnesota,MN - Northstar Minnesota ,MN,USA,Chicago,450,350,,,,Northstar Minnesota 
Manheim,MISSISSIPPI - Mississippi - Manheim,Mississippi,MS - Mississippi ,MS,USA,Savannah,400,,,,,Mississippi 
Manheim,KANSAS CITY - Missouri - Manheim,Missouri,MO - Kansas City ,MO,USA,Savannah,625,450,,,,Kansas City 
Manheim,SPRINGFIELD - Missouri - Manheim,Missouri,MO - Springfield ,MO,USA,Savannah,625,425,,,,Springfield 
Manheim,ST LOUIS - Missouri - Manheim,Missouri,MO - St Louis ,MO,USA,Savannah,575,425,,,,St Louis 
Manheim,OMAHA - Nebraska - Manheim,Nebraska,NE - Omaha ,NE,USA,Chicago,450,350,,,,Omaha 
Manheim,NEVADA - Nevada - Manheim,Nevada,NV - Nevada ,NV,USA,Los Angeles,300,250,,,,Nevada 
Manheim,NEW JERSEY - New Jersey - Manheim,New Jersey,NJ - New Jersey ,NJ,USA,Newark,150,100,,,,New Jersey 
Manheim,NY METRO SKYLINE - New Jersey - Manheim,New Jersey,NJ - Ny Metro Skyline ,NJ,USA,Newark,150,100,,,,Ny Metro Skyline 
Manheim,NEW MEXICO - New Mexico - Manheim,New Mexico,NM - New Mexico ,NM,USA,Houston,600,400,,,,New Mexico 
Manheim,ALBANY - New York - Manheim,New York,NY - Albany ,NY,USA,Newark,275,225,,,,Albany 
Manheim,Manheim Rochester - New York - Manheim,New York,NY - Manheim Rochester ,NY,USA,Newark,450,350,,,,Manheim Rochester 
Manheim,NEW YORK - New York - Manheim,New York,NY - New York ,NY,USA,Newark,250,175,,,,New York 
Manheim,CHARLOTTE - North Carolina - Manheim,North Carolina,NC - Charlotte ,NC,USA,Norfolk,300,250,,,,Charlotte 
Manheim,NORTH CAROLINA - North Carolina - Manheim,North Carolina,NC - North Carolina ,NC,USA,Norfolk,300,,,,,North Carolina 
Manheim,STATESVILLE - North Carolina - Manheim,North Carolina,NC - Statesville ,NC,USA,Norfolk,300,,,,,Statesville 
Manheim,WILMINGTON - North Carolina - Manheim,North Carolina,NC - Wilmington ,NC,USA,Norfolk,375,,,,,Wilmington 
Manheim,HALIFAX - Nova Scotia - Manheim,Nova Scotia,NS - Halifax ,NS,Canada,Toronto,1100,1000,1250,1100,,Halifax 
Manheim,CINCINNATI - Ohio - Manheim,Ohio,OH - Cincinnati ,OH,USA,Norfolk,550,400,,,,Cincinnati 
Manheim,Manheim Cleveland - Ohio - Manheim,Ohio,OH - Manheim Cleveland ,OH,USA,Norfolk,550,,,,,Manheim Cleveland 
Manheim,OHIO - Ohio - Manheim,Ohio,OH - Ohio ,OH,USA,Norfolk,550,400,,,,Ohio 
Manheim,TULSA - Oklahoma - Manheim,Oklahoma,OK - Tulsa ,OK,USA,Houston,450,375,,,,Tulsa 
Manheim,TORONTO - Ontario - Manheim,Ontario,ON - Toronto ,ON,Canada,Toronto,200,175,350,200,,Toronto 
Manheim,PORTLAND - Oregon - Manheim,Oregon,OR - Portland ,OR,USA,Seattle,325,325,,,,Portland 
Manheim,KEYSTONE PENNSYLVANIA - Pennsylvania - Manheim,Pennsylvania,PA - Keystone Pennsylvania ,PA,USA,Newark,275,225,,,,Keystone Pennsylvania 
Manheim,PENNSYLVANIA - Pennsylvania - Manheim,Pennsylvania,PA - Pennsylvania ,PA,USA,Newark,200,125,,,,Pennsylvania 
Manheim,PHILADELPHIA - Pennsylvania - Manheim,Pennsylvania,PA - Philadelphia ,PA,USA,Newark,200,125,,,,Philadelphia 
Manheim,PITTSBURGH - Pennsylvania - Manheim,Pennsylvania,PA - Pittsburgh ,PA,USA,Newark,450,350,,,,Pittsburgh 
Manheim,MONTREAL - Quebec - Manheim,Quebec,QC - Montreal ,QC,Canada,Toronto,475,400,575,475,,Montreal 
Manheim,DARLINGTON - South Carolina - Manheim,South Carolina,SC - Darlington ,SC,USA,Savannah,275,225,,,,Darlington 
Manheim,GREER - South Carolina - Manheim,South Carolina,SC - Greer ,SC,USA,Savannah,275,200,,,,Greer 
Manheim,NASHVILLE - Tennessee - Manheim,Tennessee,TN - Nashville ,TN,USA,Savannah,400,350,,,,Nashville 
Manheim,DALLAS - Texas - Manheim,Texas,TX - Dallas ,TX,USA,Houston,275,185,,,,Dallas 
Manheim,DALLAS FORT WORTH - Texas - Manheim,Texas,TX - Dallas Fort Worth ,TX,USA,Houston,275,185,,,,Dallas Fort Worth 
Manheim,EL PASO - Texas - Manheim,Texas,TX - El Paso ,TX,USA,Houston,425,375,,,,El Paso 
Manheim,HOUSTON - Texas - Manheim,Texas,TX - Houston ,TX,USA,Houston,180,100,,,,Houston 
Manheim,SAN ANTONIO - Texas - Manheim,Texas,TX - San Antonio ,TX,USA,Houston,275,200,,,,San Antonio 
Manheim,TEXAS HOBBY - Texas - Manheim,Texas,TX - Texas Hobby ,TX,USA,Houston,150,100,,,,Texas Hobby 
Manheim,UTAH - Utah - Manheim,Utah,UT - Utah ,UT,USA,Los Angeles,550,500,,,,Utah 
Manheim,FREDERICKSBURG - Virginia - Manheim,Virginia,VA - Fredericksburg ,VA,USA,Norfolk,250,200,,,,Fredericksburg 
Manheim,HARRISONBURG - Virginia - Manheim,Virginia,VA - Harrisonburg ,VA,USA,Norfolk,350,325,,,,Harrisonburg 
Manheim,BALTIMORE-WASHINGTON - Maryland - Manheim,Maryland,MD - Baltimore,MD,USA,Norfolk,300,250,,,,Baltimore
Manheim,SEATTLE - Washington - Manheim,Washington,WA - Seattle ,WA,USA,Seattle,175,175,,,,Seattle 
Manheim,MILWAUKEE - Wisconsin - Manheim,Wisconsin,WI - Milwaukee ,WI,USA,Chicago,225,225,,,,Milwaukee 
Metro Salvage Pool,Metro Salvage Pool - Iowa - Metro Salvage Pool,Iowa,IA - Metro Salvage Pool ,IA,USA,Chicago,400,300,,,,Metro Salvage Pool 
NPA - National Power Sport,NPA - LAKELAND - Florida - NPA - National Power Sport,Florida,FL - Npa ,FL,USA,Miami,325,350,,,,Npa 
OVE,Adesa Brashers auto auction - California - OVE,California,CA - Adesa Brashers Auto Auction ,CA,USA,Los Angeles,400,,,,,Adesa Brashers Auto Auction 
OVE,America's Auto Auction St Louis - Illinois - OVE,Illinois,IL - America'S Auto Auction St Louis ,IL,USA,Savannah,575,,,,,America'S Auto Auction St Louis 
OVE,CLARK COUNTY AUTO AUCTION - Indiana - OVE,Indiana,IN - Clark County Auto Auction ,IN,USA,Chicago,425,,,,,Clark County Auto Auction 
OVE,Akron Auto Auction - Ohio - OVE,Ohio,OH - Akron Auto Auction ,OH,USA,Norfolk,550,,,,,Akron Auto Auction 
RB RITCHIE BROS. AUCTIONEERS,Quebec - Quebec - RB RITCHIE BROS. AUCTIONEERS,Quebec,QC - Quebec ,QC,Canada,Toronto,750,550,850,750,,Quebec 
Ritchie Bros Auctioneers Inc,Ritchie Bros Orlando - Florida - Ritchie Bros Auctioneers Inc,Florida,FL - Ritchie Bros Orlando ,FL,USA,Miami,,,,,300,Ritchie Bros Orlando 
SALVAGENOW,Salvage Gardena - California - SALVAGENOW,California,CA - Salvage Gardena ,CA,USA,Los Angeles,150,150,,,,Salvage Gardena 
SALVAGENOW,Salvagenow Pennsylvania - Pennsylvania - SALVAGENOW,Pennsylvania,PA - Salvagenow Pennsylvania ,PA,USA,Newark,250,,,,,Salvagenow Pennsylvania 
STARK AUTO SALES,TORONTO - Ontario - STARK AUTO SALES,Ontario,ON - Toronto ,ON,Canada,Toronto,200,175,350,200,,Toronto 
Total Resource Auctions,BIRMINGHAM - Alabama - Total Resource Auctions,Alabama,AL - Birmingham ,AL,USA,Savannah,375,325,,,,Birmingham 
Total Resource Auctions,MANHEIM PHOENIX - Arizona - Total Resource Auctions,Arizona,AZ - Manheim Phoenix ,AZ,USA,Los Angeles,350,250,,,,Manheim Phoenix 
Total Resource Auctions,PHOENIX - Arizona - Total Resource Auctions,Arizona,AZ - Phoenix ,AZ,USA,Los Angeles,350,300,,,,Phoenix 
Total Resource Auctions,TUCSON - Arizona - Total Resource Auctions,Arizona,AZ - Tucson ,AZ,USA,Los Angeles,375,275,,,,Tucson 
Total Resource Auctions,CALIFORNIA - California - Total Resource Auctions,California,CA - California ,CA,USA,Los Angeles,200,200,,,,California 
Total Resource Auctions,CENTRAL CALIFORNIA - California - Total Resource Auctions,California,CA - Central California ,CA,USA,Los Angeles,350,250,,,,Central California 
Total Resource Auctions,SAN DIEGO - California - Total Resource Auctions,California,CA - San Diego ,CA,USA,Los Angeles,250,150,,,,San Diego 
Total Resource Auctions,SAN FRANCISCO BAY - California - Total Resource Auctions,California,CA - San Francisco Bay ,CA,USA,Los Angeles,400,300,,,,San Francisco Bay 
Total Resource Auctions,SOUTHERN CALIFORNIA - California - Total Resource Auctions,California,CA - Southern California ,CA,USA,Los Angeles,200,200,,,,Southern California 
Total Resource Auctions,DENVER - Colorado - Total Resource Auctions,Colorado,CO - Denver ,CO,USA,Chicago,650,500,,,,Denver 
Total Resource Auctions,LITTLETON - Colorado - Total Resource Auctions,Colorado,CO - Littleton ,CO,USA,Chicago,650,,,,,Littleton 
Total Resource Auctions,CENTRAL FLORIDA - Florida - Total Resource Auctions,Florida,FL - Central Florida ,FL,USA,Miami,250,225,,,,Central Florida 
Total Resource Auctions,DAYTON BEACH - Florida - Total Resource Auctions,Florida,FL - Dayton Beach ,FL,USA,Miami,300,275,,,,Dayton Beach 
Total Resource Auctions,FT. LAUDERDALE - Florida - Total Resource Auctions,Florida,FL - Ft. Lauderdale ,FL,USA,Miami,150,150,,,,Ft. Lauderdale 
Total Resource Auctions,FT. MYERS - Florida - Total Resource Auctions,Florida,FL - Ft. Myers ,FL,USA,Miami,225,200,,,,Ft. Myers 
Total Resource Auctions,PENSACOLA - Florida - Total Resource Auctions,Florida,FL - Pensacola ,FL,USA,Miami,425,375,,,,Pensacola 
Total Resource Auctions,TAMPA - Florida - Total Resource Auctions,Florida,FL - Tampa ,FL,USA,Miami,225,200,,,,Tampa 
Total Resource Auctions,GEORGIA - Georgia - Total Resource Auctions,Georgia,GA - Georgia ,GA,USA,Savannah,275,,,,,Georgia 
Total Resource Auctions,ARENA - Illinois - Total Resource Auctions,Illinois,IL - Arena ,IL,USA,Chicago,180,180,,,,Arena 
Total Resource Auctions,INDIANAPOLIS - Indiana - Total Resource Auctions,Indiana,IN - Indianapolis ,IN,USA,Chicago,300,250,,,,Indianapolis 
Total Resource Auctions,LOUISVILLE - Indiana - Total Resource Auctions,Indiana,IN - Louisville ,IN,USA,Chicago,425,325,,,,Louisville 
Total Resource Auctions,DES MOINES - Iowa - Total Resource Auctions,Iowa,IA - Des Moines ,IA,USA,Chicago,400,300,,,,Des Moines 
Total Resource Auctions,LAFAYETTE - Louisiana - Total Resource Auctions,Louisiana,LA - Lafayette ,LA,USA,Savannah,400,375,,,,Lafayette 
Total Resource Auctions,NEW ORLEANS - Louisiana - Total Resource Auctions,Louisiana,LA - New Orleans ,LA,USA,Savannah,425,375,,,,New Orleans 
Total Resource Auctions,NEW ENGLAND - Massachusetts - Total Resource Auctions,Massachusetts,MA - New England ,MA,USA,Newark,325,275,,,,New England 
Total Resource Auctions,DETROIT EAST - Michigan - Total Resource Auctions,Michigan,MI - Detroit East ,MI,USA,Chicago,400,300,,,,Detroit East 
Total Resource Auctions,FLINT - Michigan - Total Resource Auctions,Michigan,MI - Flint ,MI,USA,Chicago,450,325,,,,Flint 
Total Resource Auctions,MINNEAPOLIS - Minnesota - Total Resource Auctions,Minnesota,MN - Minneapolis ,MN,USA,Chicago,450,350,,,,Minneapolis 
Total Resource Auctions,NORTHSTAR MINNESOTA - Minnesota - Total Resource Auctions,Minnesota,MN - Northstar Minnesota ,MN,USA,Chicago,450,350,,,,Northstar Minnesota 
Total Resource Auctions,MISSISSIPPI - Mississippi - Total Resource Auctions,Mississippi,MS - Mississippi ,MS,USA,Savannah,400,,,,,Mississippi 
Total Resource Auctions,KANSAS CITY - Missouri - Total Resource Auctions,Missouri,MO - Kansas City ,MO,USA,Savannah,625,450,,,,Kansas City 
Total Resource Auctions,SPRINGFIELD - Missouri - Total Resource Auctions,Missouri,MO - Springfield ,MO,USA,Savannah,625,425,,,,Springfield 
Total Resource Auctions,ST LOUIS - Missouri - Total Resource Auctions,Missouri,MO - St Louis ,MO,USA,Savannah,575,425,,,,St Louis 
Total Resource Auctions,OMAHA - Nebraska - Total Resource Auctions,Nebraska,NE - Omaha ,NE,USA,Chicago,450,350,,,,Omaha 
Total Resource Auctions,NEVADA - Nevada - Total Resource Auctions,Nevada,NV - Nevada ,NV,USA,Los Angeles,300,250,,,,Nevada 
Total Resource Auctions,NEW JERSEY - New Jersey - Total Resource Auctions,New Jersey,NJ - New Jersey ,NJ,USA,Newark,150,100,,,,New Jersey 
Total Resource Auctions,NY METRO SKYLINE - New Jersey - Total Resource Auctions,New Jersey,NJ - Ny Metro Skyline ,NJ,USA,Newark,150,100,,,,Ny Metro Skyline 
Total Resource Auctions,NEW MEXICO - New Mexico - Total Resource Auctions,New Mexico,NM - New Mexico ,NM,USA,Houston,650,400,,,,New Mexico 
Total Resource Auctions,ALBANY - New York - Total Resource Auctions,New York,NY - Albany ,NY,USA,Newark,250,200,,,,Albany 
Total Resource Auctions,NEW YORK - New York - Total Resource Auctions,New York,NY - New York ,NY,USA,Newark,250,175,,,,New York 
Total Resource Auctions,NORTH CAROLINA - North Carolina - Total Resource Auctions,North Carolina,NC - North Carolina ,NC,USA,Norfolk,300,,,,,North Carolina 
Total Resource Auctions,STATESVILLE - North Carolina - Total Resource Auctions,North Carolina,NC - Statesville ,NC,USA,Norfolk,300,250,,,,Statesville 
Total Resource Auctions,CINCINNATI - Ohio - Total Resource Auctions,Ohio,OH - Cincinnati ,OH,USA,Norfolk,550,400,,,,Cincinnati 
Total Resource Auctions,OHIO - Ohio - Total Resource Auctions,Ohio,OH - Ohio ,OH,USA,Norfolk,550,400,,,,Ohio 
Total Resource Auctions,TULSA - Oklahoma - Total Resource Auctions,Oklahoma,OK - Tulsa ,OK,USA,Houston,450,375,,,,Tulsa 
Total Resource Auctions,TORONTO - Ontario - Total Resource Auctions,Ontario,ON - Toronto ,ON,Canada,Toronto,200,175,350,200,,Toronto 
Total Resource Auctions,PORTLAND - Oregon - Total Resource Auctions,Oregon,OR - Portland ,OR,USA,Seattle,225,225,,,,Portland 
Total Resource Auctions,CENTRAL PENN - Pennsylvania - Total Resource Auctions,Pennsylvania,PA - Central Penn ,PA,USA,Newark,225,,,,,Central Penn 
Total Resource Auctions,PENNSYLVANIA - Pennsylvania - Total Resource Auctions,Pennsylvania,PA - Pennsylvania ,PA,USA,Newark,250,,,,,Pennsylvania 
Total Resource Auctions,PHILADELPHIA - Pennsylvania - Total Resource Auctions,Pennsylvania,PA - Philadelphia ,PA,USA,Newark,175,125,,,,Philadelphia 
Total Resource Auctions,DARLINGTON - South Carolina - Total Resource Auctions,South Carolina,SC - Darlington ,SC,USA,Savannah,275,,,,,Darlington 
Total Resource Auctions,NASHVILLE - Tennessee - Total Resource Auctions,Tennessee,TN - Nashville ,TN,USA,Savannah,400,,,,,Nashville 
Total Resource Auctions,DALLAS FORT WORTH - Texas - Total Resource Auctions,Texas,TX - Dallas Fort Worth ,TX,USA,Houston,275,185,,,,Dallas Fort Worth 
Total Resource Auctions,DALLAS METRO - Texas - Total Resource Auctions,Texas,TX - Dallas Metro ,TX,USA,Houston,275,185,,,,Dallas Metro 
Total Resource Auctions,EL PASO - Texas - Total Resource Auctions,Texas,TX - El Paso ,TX,USA,Houston,425,375,,,,El Paso 
Total Resource Auctions,HOUSTON NORTH - Texas - Total Resource Auctions,Texas,TX - Houston North ,TX,USA,Houston,180,100,,,,Houston North 
Total Resource Auctions,HOUSTON SOUTH - Texas - Total Resource Auctions,Texas,TX - Houston South ,TX,USA,Houston,180,100,,,,Houston South 
Total Resource Auctions,SAN ANTONIO - Texas - Total Resource Auctions,Texas,TX - San Antonio ,TX,USA,Houston,275,200,,,,San Antonio 
Total Resource Auctions,UTAH - Utah - Total Resource Auctions,Utah,UT - Utah ,UT,USA,Los Angeles,550,500,,,,Utah 
Total Resource Auctions,FREDERICKSBURG - Virginia - Total Resource Auctions,Virginia,VA - Fredericksburg ,VA,USA,Norfolk,250,200,,,,Fredericksburg 
Total Resource Auctions,HARRISONBURG - Virginia - Total Resource Auctions,Virginia,VA - Harrisonburg ,VA,USA,Norfolk,350,325,,,,Harrisonburg 
Total Resource Auctions,BALTIMORE-WASHINGTON - Maryland - Total Resource Auctions,Maryland,MD - Baltimore,MD,USA,Norfolk,300,250,,,,Baltimore
Total Resource Auctions,SEATTLE - Washington - Total Resource Auctions,Washington,WA - Seattle ,WA,USA,Seattle,150,150,,,,Seattle 
Total Resource Auctions,MILWAUKEE - Wisconsin - Total Resource Auctions,Wisconsin,WI - Milwaukee ,WI,USA,Chicago,225,225,,,,Milwaukee 